subject,subject_type,relation,object,object_type,source_url,sentence
Academy,ORG,say,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,early years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,1930s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,1940s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
2008,DATE,co-occurs with,previous years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
2008,DATE,nominate in for,Best Picture.[16][17][18,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
2008,DATE,nominate in for,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
2008,DATE,nominate in for,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
2008,DATE,nominate in for,early years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
2008,DATE,nominate in for,1930s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
2008,DATE,nominate in for,1940s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
2008,DATE,nominate in for,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
previous years,DATE,nominate in for,Best Picture.[16][17][18,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
previous years,DATE,nominate in for,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
previous years,DATE,nominate in for,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
previous years,DATE,nominate in for,early years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
previous years,DATE,nominate in for,1930s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
previous years,DATE,nominate in for,1940s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
previous years,DATE,nominate in for,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Best Picture.[16][17][18,ORG,co-occurs with,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Best Picture.[16][17][18,ORG,say,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Best Picture.[16][17][18,ORG,say,early years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Best Picture.[16][17][18,ORG,say,1930s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Best Picture.[16][17][18,ORG,say,1940s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Best Picture.[16][17][18,ORG,say,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,early years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,1930s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,1940s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,early years,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,1930s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,say,1940s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,nominate,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
early years,DATE,say,1930s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
early years,DATE,say,1940s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
early years,DATE,nominate,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
1930s,DATE,say,1940s,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
1930s,DATE,nominate,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
1940s,DATE,nominate,each year,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"Although the Academy never officially said so, many commenters noted the expansion was likely in part a response to public criticism of The Dark Knight and WALL-E (both 2008) (and, in previous years, other blockbusters and popular films) not being nominated for Best Picture.[16][17][18] Officially, the Academy said the rule change was a throwback to the Academy's early years in the 1930s and 1940s, when 8 to 12 films were nominated each year."
Academy,ORG,recognize,Oscar,WORK_OF_ART,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"""Having 10 Best Picture nominees is going to allow Academy voters to recognize and include some of the fantastic movies that often show up in the other Oscar categories but have been squeezed out of the race for the top prize,"" AMPAS President Sid Ganis said in a press conference."
Academy,ORG,recognize,AMPAS,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"""Having 10 Best Picture nominees is going to allow Academy voters to recognize and include some of the fantastic movies that often show up in the other Oscar categories but have been squeezed out of the race for the top prize,"" AMPAS President Sid Ganis said in a press conference."
Academy,ORG,recognize,Sid Ganis,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"""Having 10 Best Picture nominees is going to allow Academy voters to recognize and include some of the fantastic movies that often show up in the other Oscar categories but have been squeezed out of the race for the top prize,"" AMPAS President Sid Ganis said in a press conference."
Oscar,WORK_OF_ART,squeeze out,AMPAS,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"""Having 10 Best Picture nominees is going to allow Academy voters to recognize and include some of the fantastic movies that often show up in the other Oscar categories but have been squeezed out of the race for the top prize,"" AMPAS President Sid Ganis said in a press conference."
Oscar,WORK_OF_ART,squeeze out,Sid Ganis,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"""Having 10 Best Picture nominees is going to allow Academy voters to recognize and include some of the fantastic movies that often show up in the other Oscar categories but have been squeezed out of the race for the top prize,"" AMPAS President Sid Ganis said in a press conference."
AMPAS,ORG,say,Sid Ganis,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"""Having 10 Best Picture nominees is going to allow Academy voters to recognize and include some of the fantastic movies that often show up in the other Oscar categories but have been squeezed out of the race for the top prize,"" AMPAS President Sid Ganis said in a press conference."
2011,DATE,revise In,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In 2011, the Academy revised the rule again so that the number of films nominated was between 5 and 10; nominated films must earn either 5% of first-place rankings or 5% after an abbreviated variation of the single transferable vote nominating process.[20] Bruce Davis, the Academy executive director at the time, said, ""A Best Picture nomination should be an indication of extraordinary merit."
2011,DATE,revise In,Bruce Davis,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In 2011, the Academy revised the rule again so that the number of films nominated was between 5 and 10; nominated films must earn either 5% of first-place rankings or 5% after an abbreviated variation of the single transferable vote nominating process.[20] Bruce Davis, the Academy executive director at the time, said, ""A Best Picture nomination should be an indication of extraordinary merit."
2011,DATE,revise In,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In 2011, the Academy revised the rule again so that the number of films nominated was between 5 and 10; nominated films must earn either 5% of first-place rankings or 5% after an abbreviated variation of the single transferable vote nominating process.[20] Bruce Davis, the Academy executive director at the time, said, ""A Best Picture nomination should be an indication of extraordinary merit."
Academy,ORG,revise In,Bruce Davis,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In 2011, the Academy revised the rule again so that the number of films nominated was between 5 and 10; nominated films must earn either 5% of first-place rankings or 5% after an abbreviated variation of the single transferable vote nominating process.[20] Bruce Davis, the Academy executive director at the time, said, ""A Best Picture nomination should be an indication of extraordinary merit."
Academy,ORG,revise In,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In 2011, the Academy revised the rule again so that the number of films nominated was between 5 and 10; nominated films must earn either 5% of first-place rankings or 5% after an abbreviated variation of the single transferable vote nominating process.[20] Bruce Davis, the Academy executive director at the time, said, ""A Best Picture nomination should be an indication of extraordinary merit."
Bruce Davis,PERSON,say,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"In 2011, the Academy revised the rule again so that the number of films nominated was between 5 and 10; nominated films must earn either 5% of first-place rankings or 5% after an abbreviated variation of the single transferable vote nominating process.[20] Bruce Davis, the Academy executive director at the time, said, ""A Best Picture nomination should be an indication of extraordinary merit."
2021,DATE,co-occurs with,Academy,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,revert from,the 94th Academy Awards,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,La Grande Illusion,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,1938,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,1969,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,1972,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,Whispers,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,1973,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,Postman,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,Il Postino,PERSON,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
2021,DATE,last until,1995,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
Academy,ORG,revert from,the 94th Academy Awards,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
Academy,ORG,revert from,La Grande Illusion,ORG,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
Academy,ORG,revert from,1938,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
Academy,ORG,revert from,1969,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
Academy,ORG,revert from,1972,DATE,https://en.wikipedia.org/wiki/Academy_Award_for_Best_Picture,"This system lasted until 2021, when the Academy reverted back to a set number of ten nominees from the 94th Academy Awards onward.[22]
Language and country of origin
[edit]Twenty one non-English language films have been nominated in the category: La Grande Illusion (French, 1938); Z (French, 1969); The Emigrants (Swedish, 1972); Cries and Whispers (Swedish, 1973); The Postman (Il Postino) (Italian/Spanish, 1995);"
